Group,Sub-group,Brand,Products,P/M,Logo,Comment,Updated,Barcode,Guideline-Product
Custard Powder,,Orgran (Aust),Custard Mix – must have ’Kosher Australia’ hechsher .,P,KA,,NO DATE,,Product
Dairy Products,"Butter, Softened",,,No Value,,All plain butter (salted & unsalted) is acceptable.,NO DATE,,Guideline
Dairy Products,"Butter, Softened",Mainland,Butter Soft,D,NKA,L abel must say – ‘ Product of NZ,NO DATE,,Product
Dairy Products,"Butter, Softened",Mainland,Butter Soft Less Salt,D,NKA,L abel must say – ‘ Product of NZ,NO DATE,,Product
Dairy Products,Buttermilk,Tararua (NZ),Bakers’ Delight Cultured Buttermilk - NOT KOSHER,NK,,,NO DATE,,Product
Dairy Products,Cheeses,Collective Dairy (NZ),Traditional Haloumi – plain only,D,,,NO DATE,,Product
Dairy Products,Cheeses,Collective Dairy (NZ),Creamy Ricotta,D,,,NO DATE,,Product
Dairy Products,Margarine,,,No Value,,Kosher Margarine is available at the Greys Ave Deli & Wgtn Kosher Co-Op.,NO DATE,,Guideline
Dairy Products,"Milk, Cream & Butter",Haddar,Non Dairy Cream – at Greys Ave Deli – note: this is pareve,P,AI,,NO DATE,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Collective Dairy (NZ),Crème Fraiche,D,,,NO DATE,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Collective Dairy (NZ),Mascarpone,D,,,NO DATE,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Tararua (NZ),Sour Cream Lite – only,D,,,NO DATE,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Tararua (NZ),NOT KOSHER: Tararua Regular Sour Cream – contains Gelatine,NK,,,NO DATE,,Product
Dairy Products,Yoghurt,Collective Dairy(NZ),Plain Yoghurt ONLY,D,,,NO DATE,,Product
Dairy Products,Yoghurt,Collective Dairy(NZ),NOT KOSHER - Fruit Yoghurts,NK,,,NO DATE,,Product
Dairy Products,Yoghurt,Cyclops (NZ),Cyclops Organic Plain Yoghurts Cyclops Thick & Creamy Cyclops Fit 1% Fat Cyclops Greek,D,,,NO DATE,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Passionfruit 185g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Strawberry 185g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Vanilla 185g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Apricot 185g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Thick & Creamy Vanilla 220g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Natural 140 g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Thick & Creamy Greek Style 220g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Thick & Creamy Strawberry 220g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Classic Natural 140g,D,KKLA,,1/1/2000,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Greek Style 185g,D,KKLA,,1/1/2000,,Product
Fish,Fish - Smoked,#NAME?,Salmon Fillets & Steaks,P,KKLA,,NO DATE,,Product
Fish,Fish - Smoked,#NAME?,Salmon Portions,P,KKLA,,NO DATE,,Product
Fish,Fish - Smoked,#NAME?,Salmon Kababs – Regal Brand Only,P,KKLA,,NO DATE,,Product
Fish,Fish - Smoked,#NAME?,Cold Smoked Salmon,P,KKLA,,NO DATE,,Product
Fish,Fish - Smoked,#NAME?,NOT KOSHER – - Regal Hot Smoked Salmon - Seasoned Salmon Kebabs - Hot Smoked Salmon,P,,,NO DATE,,Product
Fish,Fish - Smoked,#NAME?,Gravalax,P,KKLA,,NO DATE,,Product
Fish,Fish - Smoked,#NAME?,Salmon Medallions,P,KKLA,,NO DATE,,Product
Fish,Fish - Smoked,Prime Foods (NZ),Cold Smoked Salmon Slices Cold Smoked Salmon Shavings Cold Smoked Salmon Pieces Cold Smoked Salmon Trimmings Hot Smoked Salmon,P,KKLA,,NO DATE,,Product
Fish,FISH -  Fresh,,,No Value,,"Should there be any doubt as to whether the fillets or cutlets have been cut with a clean knife, then the fish must be thoroughly washed in cold water before use.",NO DATE,,Guideline
Fish,FISH -  Fresh,,,No Value,,Fresh fish must be recognizable as being a kosher species.,NO DATE,,Guideline
Fish,FISH -  Fresh,,,No Value,,Jewish law therefore forbids the use of fillets which do not have the scaled skin attached & are not recognisable as being from a kosher species unless a rabbinic supervisor is present or the customer supervises the filleting of such fish. The supervisor should ensure that the knives and boards used are thoroughly clean before cutting commences. ,NO DATE,,Guideline
Fish,FISH -  Fresh,Tuna,"Tuna : Longtail, Northern Bluefin, Southern Bluefin",P,,Only Species Listed Below Are Kosher.,NO DATE,,Product
Fish,FISH -  Fresh,Tuna,"Tuna : Striped, Yellowfin.",P,,Only Species Listed Below Are Kosher.,NO DATE,,Product
Fish,FISH -  Fresh,Tuna,"Tuna : Albacore, Bluefin, Skipjack (Striped)",P,,Only Species Listed Below Are Kosher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,,,No Value,,No tinned fish can be considered acceptable unless bearing reliable rabbinic endorsement.  Some Halachic authorities do not permit the use of finely cut tinned fish which has no skin and is not recognisable as a kosher species unless packed under continuous rabbinic supervision. ka,NO DATE,,Guideline
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Kippered,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Fish Fillets in Tomato & Basil,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Fish Fillets in Lemon & Cracked Pepper,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Tomato Sauce,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Spring Water– No added Salt,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Golden Smoked,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Soya Oil,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Hot Peppers,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Olive Oil,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Spring Water,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Selected Varieties of Tuna in Pouches,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Tuna Chunks in Oil,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Tuna Chunks in Spring Water,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Sandwich Tuna Flakes,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Premium Yellowfin Tuna in Springwater,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Premium Yellowfin Chunks in Olive Oil blend,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Tuna Chunks in Brine,P,OU,Products must have hechsher – beware that hechsher is very small.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Tuna in Spring Water,P,OU,Must have hechsher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Sandwich Tuna,P,OU,Must have hechsher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Tuna in Water,P,OU,Must have hechsher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Chunks in Oil,P,OU,Must have hechsher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Chunk Style in Brine,P,OU,Must have hechsher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Chunk Style Salt Reduced in Brine,P,OU,Must have hechsher.,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Multipack Olive Oil Blend Flavour 4 x 95g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Multipack Springwater 4 x 95g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Olive Oil (Chunk Style Tuna) 95g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Slices in Springwater 125g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Springwater Light Sandwich Style (Flake Style Tuna) 95g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Springwater (Chunk Style Tuna) 95g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Springwater 185g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Springwater 425g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Slices in Olive Oil 125g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Olive Oil 425g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),No Drain Tuna in Brine 130g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),No Drain Tuna in Springwater 130g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),No Drain Tuna in Olive Oil 130g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Brine 425g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),ChunkStyleTuna OliveOil Blend 185g,P,KA,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(USA.Canada),PLAIN tinned chunk salmon in water or brine - ‘ Product Of Canada Or USA ’ Only.,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Pecks (S Af),Anchovette – must have hechsher.,P,J,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Richter,must have hechsher.,P,,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Trident -Thailand,Tuna in Oil,P,OU,,NO DATE,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Trident -Thailand,Tuna in Springwater,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,,,No Value,,All dried fruit coated or fried in oil or containing added flavours must be Kosher approved.  Dried fruits dipped in glucose or syrup also must be Kosher approved.,NO DATE,,Guideline
Fruit ,Fruit -  Dried,Angas Park (Aust),Sun Muscats – ‘Product of Australia ’,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Cranberries – Soft n Juicy,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Turkish Apricots – Soft n Juicy,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Figs - Soft n Juicy - Product of Turkey,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Prunes - Soft n Juicy - Product of USA,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Sultanas - Product of Australia,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Apricots – Soft n Juicy – Product of USA,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),"Sultanas – Natural, Organic",P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),"Raisins – Flame Seedless, Organic, Sun Muscat",P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Prunes,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),"Fruit Salad, Retail & Bulk sizes",P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Peaches,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Cranberries – Product of USA,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Apricots,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Pears,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Currants – Product of Australia,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Organic Raisins,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),Organic Sultanas,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angas Park (Aust),FRUIT SNACKS:,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angus…,Raisins – 30g,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angus…,Premium Fruit & Nut - 175 g,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angus…,"Fruits – Apricots, Raisins",P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Angus…,Apricots – 30g,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Brookfarm (Aust),Nightcap Ranges Walkabout Mix,P,KA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Buderim (Aust),Crystallised Ginger - at NW,P,KA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Dole (USA),Prunes,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,Dole (USA),Dates,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,Dole (USA),Raisins,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,FigsSnax,Figs,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,Newman’s Own,California Raisins (6 pkt) - Huckleberry,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,Orchard Harvest,Tropical Blend Dried Fruits - must have hechsher,P,KSA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Orchard Harvest,A variety of dried fruit mixes – available at Nosh - must have hechsher,P,KSA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Pam’s (NZ),Apricots,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sun Giant,Pitted Dates,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sun World (USA),Pitted & Whole Dates,P,OU,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Sultanas – labelled ‘Product of Australia’ ONLY,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Raisins- labelled ‘Product of Australia’ or ‘Packed in Australia’ ONLY,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Sultana Burst Raspberry Flavour,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Prunespitted,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Pears,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Peaches,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),"Apricots – Diced, Sundried, Turkish",P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Currants – labelled ‘Product of Australia’ ONLY,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Sultana Burst Strawberry Flavour,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunbeam (Aust),Fruit Snacks Fruit n Nut Almonds Apple & Sultanas Apricot & Sultanas Australian Sultanas Minipack Fruit n Nut Original Just Nuts – Natural Mix Just Nuts -  Raw Cashews Pineapple & Sultanas Sultanas,P,NKA,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunmaid (USA),Raisins,P,TK,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunview,NOT KOSHER – Green Seedless Raisins,NK,,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunview,Black Seedless Raisins,P,SK,,NO DATE,,Product
Fruit ,Fruit -  Dried,Sunview,Red Seedless Raisins,P,SK,,NO DATE,,Product
Fruit ,Fruit -  Fresh,,,No Value,,All fresh raw fruit is kosher but should always be thoroughly checked for worms & insects.,NO DATE,,Guideline
Fruit ,Fruit -  Fresh,,,No Value,,Fresh raw fruit is kosher but should always be thoroughly checked for worms & insects.,NO DATE,,Guideline
Fruit ,Fruit -  Frozen ,,,No Value,,"All plain frozen fruit, (without any additives) are acceptable. ",NO DATE,,Guideline
Fruit ,Fruit -  Frozen ,Sujon (NZ),Strawberries,P,KKLA,,NO DATE,,Product
Fruit ,Fruit -  Frozen ,Sujon (NZ),Raspberries,P,KKLA,,NO DATE,,Product
Fruit ,Fruit -  Frozen ,Sujon (NZ),Mixed Berries,P,KKLA,,NO DATE,,Product
Fruit ,Fruit -  Frozen ,Sujon (NZ),Boysenberries,P,KKLA,,NO DATE,,Product
Fruit ,Fruit -  Frozen ,Sujon (NZ),Blueberries,P,KKLA,,NO DATE,,Product
Fruit ,Fruit -  Frozen ,Sujon (NZ),Blackberries,P,KKLA,,NO DATE,,Product
Fruit ,Fruit -  Frozen ,Sujon (NZ),Blackberry & Apple,P,KKLA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Pizza Pineapple Cut Pieces,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Pineapple Pieces in Syrup,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Pineapple Thins in Natural Juice,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Pineapple Pieces in Natural Juice,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Crushed Pineapple in Natural Juice,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Crushed Pineapple in Syrup,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Pineapple Thins in Syrup,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Sliced Pineapple in Natural Juice,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Pizza Pineapple in Light Syrup,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Traditional Fruit Salad in Natural Juice,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Sliced Pineapple in Syrup,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Golden Circle (Aust),Traditional Fruit Salad in Syrup,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Fruit Salad,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Peach Slices,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Apricot Halves – Made in South Africa also ok,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Fruit in Natural Fruit Juice or Natural Juice -,P,,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Pear & Peach Quarters,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Apricot – Made in South Africa also ok,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Fruit Cocktail,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Pear Diced,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Pear Slices,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Peach Diced,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Pear Halves,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Two Fruits,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Peach Halves,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Plums,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,GouldburnValley(Aust),Pear Slices in Orange & Passionfruit,P,KA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Heinz/Watties,Pear Halves in Clear Juice 2.95kg – ‘ Product of NZ’,P,NKA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Masterfoods (USA),Red Maraschino Cherries,P,AA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Oak,Fruit Salad in Syrup 2.95kg,P,NKA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Oak,Fruit Salad 820g,P,NKA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Oregon,Pitted Bing Cherries,P,AA,,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pear Diced,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Peach Slices,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Peach Halves,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Fruit Salad,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Fruit Cocktail,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Peaches Diced,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Apricot Halves – Product of South Africa also ok,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Apricots,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pear Halves,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pie Fruit – Apricot Pie,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pear and Peach Quarters,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Two Fruits in Natural Juice,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Plums,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pear Slices,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pie Fruit – Peach Pie,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,SPC,Pie Fruit – Bakers Apple & Cinnamon,P,KA,Must State ‘Product Of Australia’ or ‘Made In Australia’,NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Pear Quarters in Syrup – 410g,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Pear Quarters – 820g,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Pear Quarters Lite – 400g,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Pear Slices Lite – A10. 2.95kg,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Pear Slices in Clear Juice – A10. 2.95kg,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,"Plums – Black Doris – 850g, 3.2kg. A10",P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,"Fruit Salad in Syrup 410g, 820g & 2.95kg",P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
Fruit ,Fruit  -  Tinned / Plastic Jars,Watties,Pear Halves – 3kg,P,NKA,"MUST BE ‘PRODUCT OF NZ’ – Note that many Watties products are made overseas, and are NOT ACCEPTABLE.",NO DATE,,Product
